id,name,image_url,gender,biography,country_id,created_at
55,Michael Bay,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/8I9H9IKROECFEn7usvyChbRMhbI.jpg,1,"Michael Benjamin Bay (born February 17, 1965 in Los Angeles, California, USA) is a film director and producer. He is best known for directing high-budget action films characterized by fast edits, polished visuals and substantial use of practical effects. His films, which include ""The Rock"" (1996), ""Armageddon"" (1998), ""Pearl Harbor"" (2001) and entries in the ""Bad Boys"" (1995-2003) and ""Transformers"" (2007-2017) series, have grossed over three billion dollars worldwide.",1,2023-02-04 09:00:11.27255+00
58,Olivier Megaton,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/rqZxRsAvHj63fEZepYo0ICt0poi.jpg,1,"Olivier Megaton (born Olivier Fontana) is a French film director, writer, and editor, best known for directing the films The Red Siren, Transporter 3, Colombiana, and two films in the Taken franchise starring Liam Neeson. He also served as a second unit director for the film Hitman.",19,2023-02-06 02:44:01.496134+00
61,Sylvester Stallone,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/qDRGPAcQoW8Wuig9bvoLpHwf1gU.jpg,1,"Sylvester Stallone (born Michael Sylvester Gardenzio Stallone, July 6, 1946) is an American actor and filmmaker. After his beginnings as a struggling actor for a number of years upon arriving to New York City in 1969 and later Hollywood in 1974, he won his first critical acclaim as an actor for his co-starring role as Stanley Rosiello in The Lords of Flatbush.",1,2023-02-06 02:55:33.822227+00
73,Rawson Marshall Thurber,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/4gpzB12oy73qr5nWNNyZICz9nFB.jpg,1,Rawson Marshall Thurber is an American writer and director.,1,2023-02-06 07:15:16.141499+00
79,Gareth Evans,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/2skpocnewERTPODPNvwgL5czLzG.jpg,1,"Welsh born writer/director, in 2003 directed a short film ""Samurai Monogatari"" telling the tale of a Samurai waiting to be executed. The short was in Japanese language and starred students from Tokyo who were studying at Cardiff University at the time. In 2003 he also graduated with an MA in Scriptwriting for Film and Television at the University of Glamorgan but it was not until 2006 that he would see his first major production with the self-penned feature ""Footsteps"".",30,2023-02-06 08:04:52.175223+00
83,Ron Howard,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/tDKn6gAgvARdQRfuem2JwyNcP3B.jpg,1,"Ronald William Howard (born March 1, 1954) is an American filmmaker and actor. Howard first came to prominence as a child actor, guest-starring in several television series, including an episode of The Twilight Zone. He gained national attention for playing young Opie Taylor, the son of Sheriff Andy Taylor (played by Andy Griffith) in the sitcom The Andy Griffith Show from 1960 through 1968.",1,2023-02-06 13:42:03.622136+00
85,Wilson Yip,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/tDAr3QsLT4vTqHotRM0kChtVKDk.jpg,1,"Wilson Yip (born Yip Wai-Shun) is a Hong Kong actor, filmmaker and screenwriter. His films include ""SPL: Sha Po Lang"" , ""Dragon Tiger Gate"" , ""Flash Point"" and ""Ip Man"" 1+2+3.",9,2023-02-06 13:57:43.742938+00
49,Neill Blomkamp,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/yj40QEEfjbRFnlwY0XunocNKdAe.jpg,1,"Neill Blomkamp (born 17 September 1979) is a South African–Canadian film director, film producer, screenwriter, and animator. Blomkamp employs a documentary-style, hand-held, cinéma vérité technique, blending naturalistic and photo-realistic computer-generated effects. He is best known as the co-writer and director of the critically acclaimed and financially successful science fiction film District 9 and the dystopian science fiction film Elysium, which garnered moderately positive reviews and a good box office return. He is also known for his collaborations with South African actor Sharlto Copley. He is based in Vancouver, British Columbia.",11,2023-02-04 03:37:41.558403+00
67,F. Gary Gray,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/gAM7rzBe0i9LMG7rX24y3ekPW5x.jpg,1,"Felix Gary Gray (born July 17, 1969) is an American filmmaker, music video director, and actor. Gray directed Friday, Set It Off, The Negotiator, and Straight Outta Compton, as well as the remake of The Italian Job.

Gray was born in New York. He began his career in 1989 when he appeared uncredited in the satire comedy film Major League. Three years later, he directed the music video for Ice Cube's ""It Was a Good Day."" The video is a literal adaptation of the lyrics. He would go on to direct subsequent videos for Ice Cube, as well as artists such as Cypress Hill, Outkast, Dr. Dre, and Queen Latifah.",1,2023-02-06 03:59:54.051084+00
70,Seth Gordon,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/3V2gHFkbez8iGTdlYyS9NxMujfw.jpg,1,"Seth Gordon has produced and edited the critically lauded films NEW YORK DOLL and CRY WOLF, which grossed $10m at the US box office, and was the cinematographer on the Oscar-nominated SHUT UP AND SING.

Most recently, Seth directed the critically acclaimed THE KING OF KONG: A FISTFUL OF QUARTERS. The film was noted on a host of critics; and publicationsʼ Best of the Year lists. He is currently set to direct HORRIBLE BOSSES starring Jennifer Aniston, Jason Bateman and Kevin Spacey.",1,2023-02-06 07:06:45.366978+00
77,Patty Jenkins,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/9zdvRFn2iapRqG6OzrE7E92ByHw.jpg,2,"Patricia Lea Jenkins (born July 24, 1971) is an American film director, screenwriter, and producer. She has directed the feature films Monster (2003), Wonder Woman (2017), and Wonder Woman 1984 (2020). For the film Monster, she won the Independent Spirit Award for Best First Feature and the Franklin J. Schaffner Award from the American Film Institute (AFI). For the pilot episode of the series The Killing (2011), she received a Primetime Emmy Award nomination and the Directors Guild of America award for Best Directing in a Drama Series. In 2017, she occupied the sixth place for Time's Person of the Year.",1,2023-02-06 07:36:35.058734+00
78,John Moore,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/n3czTYjeuJHaTLvMHllnT35uhnF.jpg,1,"John Moore (born 1970) is an Irish director, producer, and writer.",29,2023-02-06 07:47:48.089396+00
82,Rian Johnson,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/uPWwvdppeZVKPbYcjXKU8zyuAVh.jpg,1,"Rian Craig Johnson (born December 17, 1973) is an American filmmaker. He made his directorial debut with the neo-noir mystery film Brick (2005), which received positive reviews and grossed nearly $4 million on a $450,000 budget. Johnson landed his largest project when he wrote and directed the space opera Star Wars: The Last Jedi (2017), which grossed over $1 billion.",1,2023-02-06 13:41:28.253696+00
84,Gareth Edwards,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/mHk82Va9IGl1cl4ywQdQWP56MPn.jpg,1,"​Gareth James Edwards (born June 1, 1975) is British writer-director and former visual effects artist. He is best known for his independent feature directorial debut ""Monsters"" (2010), the big-budget reboot ""Godzilla"" (2014), and the ""Star Wars"" spin-off ""Rogue One"" (2016).",3,2023-02-06 13:42:24.630138+00
51,David Ayer,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/2oBT2jQbsV8IWPMr3Cm87YBJxGu.jpg,1,"David Ayer (born January 18, 1968) is an American film director, producer and screenwriter. He is best known for being the writer of Training Day (2001) and the director of Harsh Times (2005), Street Kings (2008), End of Watch (2012), Sabotage (2014), Fury (2014), Suicide Squad (2016) and Bright (2017).",1,2023-02-04 08:39:12.964372+00
52,Robert Stromberg,,1,,1,2023-02-04 08:44:49.670169+00
54,Phillip Noyce,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/t41FK8X4egnSLNDexVUZ5yGq3XB.jpg,1,Phillip Noyce (born 29 April 1950) is an Australian film director.,5,2023-02-04 08:48:08.937992+00
56,Steven Caple Jr.,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/aU8p958QyhfV2jurc3L5pn7sN6L.jpg,1,,1,2023-02-04 09:00:48.171243+00
57,Louis Leterrier,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/pJl1hNtZOIxrdzQjwGlicWWGSXg.jpg,1,"Louis Leterrier (born June 17, 1973) is a French film director whose notable films include the first two Transporter movies, Unleashed (2005), The Incredible Hulk (2008) and Clash of the Titans (2010).",19,2023-02-06 02:41:10.545948+00
59,Simon West,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/yQpwEIsszmeVCmEAp8yrPP8LtvS.jpg,1,"Simon West (born 1961) is an English-born film director. West started as a film editor with the BBC, then directed documentaries and commercials including many for Budweiser. His film directing career started when he directed Con Air in 1997.",3,2023-02-06 02:48:11.492042+00
63,Rob Cohen,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/kVbB8Q0g8eXsn8l81flyC6TgMPW.jpg,1,"Rob Cohen is an American film director, writer and producer, best known as the creator of Universal Pictures' The Fast and the Furious movie franchise. He's a graduate in Anthropology and Visual Studies from Harvard University, Cambridge, Massachusetts, USA.",1,2023-02-06 03:12:52.813623+00
65,Justin Lin,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/w0ryazdt8iS3GBrjXfv0FIwvUGY.jpg,1,"Justin Lin is a Taiwanese-American film director whose films have grossed $2 billion worldwide. He is best known for his work on Better Luck Tomorrow (2002), The Fast and the Furious: Tokyo Drift (2006), Fast & Furious (2009), Fast Five (2011), Fast & Furious 6 (2013), F9 (2021), and Star Trek Beyond (2016). He is also known for his work on television shows like Community and the second season of True Detective. Lin was born in Taipei, Taiwan, and grew up in a working-class neighborhood in Cypress, California, in Orange County. He attended Cypress High School and University of California, San Diego for two years before transferring to UCLA, where he earned a B.A. in Film & Television and a MFA in Film Directing & Production from the UCLA film school.",27,2023-02-06 03:38:46.798107+00
66,James Wan,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/bNJccMIKzCtYnndcOKniSKCzo5Y.jpg,1,"James Wan (born 26 February 1977) is a Malaysia-born Australian film director, screenwriter, producer, and comic book writer. He has primarily worked in the horror genre as the co-creator of the ""Saw"" and ""Insidious"" franchises and the creator of ""The Conjuring"" universe. Wan is also the founder of Atomic Monster Productions, which has produced film and television projects.",28,2023-02-06 03:55:03.676391+00
69,Brad Peyton,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/fJFxUT4CSUz047vlXdEBYIQjjFO.jpg,1,,4,2023-02-06 07:00:47.67668+00
71,Jon M. Chu,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/7ZszF1IvIq8EoDLEdKLi2zVBt64.jpg,1,"Jonathan Murray ""Jon"" Chu (born November 2, 1979) is an American film director and screenwriter best known for directing the movies Step Up 2: The Streets, Step Up 3D and Justin Bieber: Never Say Never. Chu is an alumnus of the University of Southern California School of Cinema-Television. There, he won the Princess Grace Award, the Dore Schary Award presented by the Anti-Defamation League, the Jack Nicholson directing award, and was recognized as an honoree for the IFP/West program Project: Involve.",1,2023-02-06 07:09:39.998944+00
72,Jaume Collet-Serra,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/saAeTFfgt9YRAybXmzfmIz01UCB.jpg,1,"Jaume Collet-Serra (born March 23, 1974 in Sant Iscle de Vallalta, Spain) is a Spanish film director and producer.

Collet-Serra is most famous for the 2005 remake House of Wax, and 2009's Orphan. In 2010 he directed the Dark Castle drama-thriller Unknown which stars Frank Langella, Liam Neeson, January Jones and Diane Kruger.",13,2023-02-06 07:13:12.935576+00
75,Tim Miller,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/dCyBYwhO76j5wA96HPb6k5xk2Le.jpg,1,Timothy Miller is an American film director and visual effects artist. He made his feature-film directing debut with Deadpool. He was nominated for the Academy Award for Best Animated Short Film as co-story writer and executive producer of the short animated film Gopher Broke.,1,2023-02-06 07:29:49.176166+00
81,Joko Anwar,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/eOyZy4HSxbdcKR9JIc7093d0alb.jpg,1,"Joko Anwar (born January 3, 1976 in Medan, Indonesia) is a writer-director who started his career as a journalist and film critic. His works include ""The Forbidden Door"" (2009), which received the top prize at the Bucheon International Fantastic Film Festival, and ""A Copy of My Mind"" (2015), which competed at the 72nd Venice International Film Festival. His film ""Satan's Slaves"" (2017) was the highest grossing horror of all time in Indonesia.",2,2023-02-06 08:24:44.281145+00
88,Martin Campbell,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/vPT3FJrBE35yRpbbkLWQthhEDcr.jpg,1,"Martin Campbell knows how to entertain an audience when he steps behind the camera. When he directed The Mask of Zorro (1998), the movie earned Academy Award and Golden Globe nominations and launched the international careers of Antonio Banderas and Catherine Zeta-Jones. Next, when he helmed Vertical Limit (2000), the film was well received by the critics and earned over $200 million in worldwide box-office sales.",22,2023-02-07 04:55:25.758834+00
89,Sam Mendes,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/5z89X9rB76JDblqMQ52fviwXxAN.jpg,1,"Samuel Alexander ""Sam"" Mendes, CBE (born 1 August 1965) is an English stage and film director. He has won two Laurence Olivier Awards for his London stage productions The Glass Menagerie and Company in 1996, and Twelfth Night and Uncle Vanya in 2003. He also received a Tony Award nomination for Best Direction of a Musical for the Broadway revival of Cabaret in 1998. His debut film American Beauty (1999) earned him an Academy Award for Best Director.",3,2023-02-07 04:55:54.701681+00
90,Adil El Arbi,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/aV4z3a52sMHv7qSOhzvryzphQjY.jpg,1,,,2023-02-07 05:46:19.069663+00
91,Ric Roman Waugh,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/cu0MJd4exIgSLgaE0uwMDTFQcpA.jpg,1,"Ric Roman Waugh was born on February 20, 1968 in Los Angeles, California, USA. He is known for his work on Felon (2008), Snitch (2013) and Shot Caller (2017).",1,2023-02-07 05:55:26.49525+00
92,Babak Najafi,,1,,,2023-02-07 05:55:51.645784+00
93,Antoine Fuqua,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/9zh0MmYIw1BP8V7y9N9K5Rjew4C.jpg,1,"Fuqua began his career directing music videos for popular artists such as Toni Braxton, Coolio, Stevie Wonder, and Prince. From 1998 onwards, he began directing feature films, although he has worked on a few music videos since then. ",1,2023-02-07 05:56:57.304146+00
94,Clint Eastwood,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/dU35NnjZ4aGw5abIJe3WXVf3Eey.jpg,1,"Clinton ""Clint"" Eastwood Jr. (born May 31, 1930) is an American film actor, director, producer, composer and former politician. Since 1967 Eastwood has run his own production company, Malpaso, which has produced the vast majority of his films.",1,2023-02-07 07:23:59.082489+00
95,Claudio Fäh,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/MbQkOsHbaWKC6UgIDF4M1U6Rof.jpg,1,"Claudio Fäh is a Swiss-born film director. He directed Hollow Man 2, Ghost Whisperer: The Other Side II, Starship Troopers: Marauder.",32,2023-02-07 07:27:33.175778+00
98,Fred Olen Ray,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/91Y7oLIYJjpoY0YmDEsswKfeqDg.jpg,1,"Fred Olen Ray is an American film and television director, producer, screenwriter, actor and cinematographer.",1,2023-02-07 07:36:23.913605+00
96,Don Michael Paul,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/68anBJK0vHrbwiORHh8NDaoOaLH.jpg,1,"Don Michael Paul, (born April 17, 1963) is an actor, director, writer and producer. He starred in the movie Heart of Dixie. He wrote the screenplay for Harley Davidson and the Marlboro Man. He was one of three brothers in the short-lived 1992 CBS detective series The Hat Squad. (""Winter People"") He also played a prominent role in Models Inc. Robot Wars",1,2023-02-07 07:30:20.302835+00
97,Kaare Andrews,,1,"Kaare Andrews is a comic book writer and artist and filmmaker known for his cover work on Incredible Hulk and Canada's first national recognized award, ""The Shuster"", for his work on Spider-Man: Doctor Octopus.",,2023-02-07 07:31:58.051326+00
115,Ernest Prakasa,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/sWFSf7mDxZ0crlmHToxmXRrWERr.jpg,1,"Ernest Prakasa is an Indonesian stand-up comedian, screenwriter, and film director.",2,2023-02-15 07:49:26.459309+00
116,Riri Riza,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/bqBIHXFwsJU89Nssp5EFR4pi9cU.jpg,1,Riri Riza is an Indonesian film director.,2,2023-02-15 07:49:51.09747+00
101,Brett Ratner,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/uOtFtBPkLQaTq8TobPG0XvNKrvD.jpg,1,"Brett Ratner (born March 28, 1969 in Miami Beach) is an American filmmaker.

He directed several music videos and the action comedy Money Talks (1997), before reaching commercial success with the action-comedy Rush Hour (1998), starring Jackie Chan and Chris Tucker, both of whom reunited with Ratner for two sequels.",1,2023-02-14 12:08:20.043938+00
102,Harald Zwart,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/1ncMe83Yo8SAj2o8z71eGQUPMBK.jpg,1,"Harald Zwart (born July 1, 1965) is a Norwegian film director.

Although born in the Netherlands, Zwart was raised in Fredrikstad in Norway. As early as age eight, he started making short films. He attended the Dutch Film Academy in Amsterdam where he received great acclaim for his student film Gabriel's Surprise. The film was later televised.",34,2023-02-14 13:21:57.885354+00
103,Joe Carnahan,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/e6cnnUqh6mGIjnRFI4xFc30AqVr.jpg,1,"Joseph Aaron ""Joe"" Carnahan (born May 9, 1969) is an American independent film director, screenwriter, producer and actor best known for his films Blood, Guts, Bullets and Octane, Narc, Smokin' Aces and The A-Team. He is the brother of screenwriter Matthew Michael Carnahan.

",1,2023-02-14 13:25:18.286279+00
104,Pierre Morel,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/pfuvCNPt4BtK81GnMy4GpxYoCs9.jpg,1,Pierre Morel (born 12 May 1964) is a French cinematographer and film director.,19,2023-02-14 13:25:54.809689+00
105,James Cameron,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/9NAZnTjBQ9WcXAQEzZpKy4vdQto.jpg,1,"James Cameron was born in Kapuskasing, Ontario, Canada, on August 16, 1954. He moved to the USA in 1971. The son of an engineer, he majored in physics at California State University but, after graduating, drove a truck to support his screen-writing ambition. He landed his first professional film job as art director, miniature-set builder, and process-projection supervisor on Roger Corman's Battle Beyond the Stars (1980) and debuted as a director with Piranha Part Two: The Spawning (1981) the following year.",4,2023-02-14 13:41:53.861888+00
106,Gavin O'Connor,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/zf3MHvbf2uKC4UbsuFHQYLz48g.jpg,1,"Gavin O'Connor (born 1963) is an American film director, screenwriter, producer, playwright and actor.",1,2023-02-14 14:01:46.795067+00
107,Peter Berg,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/1pR16H0zqRG49ns8cYykYpodgGF.jpg,1,"Peter Berg (born March 11, 1964) is an American actor, film director, producer and writer. He is known for directing films such as Friday Night Lights, The Kingdom, The Rundown, Hancock and Battleship. He is highly regarded for developing the television series Friday Night Lights, based on the film of the same name which he also directed. In his more recent career he has worked to bring to the big screen true stories of ordinary Americans placed into extraordinary situations (Lone Survivor, Deepwater Horizon, Patriots Day). As an actor he is best known for his role as Dr. Billy Kronk on the 1990s-era CBS medical drama Chicago Hope.",1,2023-02-14 14:08:46.215632+00
108,Jean-François Richet,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/PipS4XiDbV0hDfhydX9p8PkqZh.jpg,1,"Jean-Francois Richet is a French screenwriter, director, and producer, born on July 2, 1966 in Paris. He grew up in Meaux, a suburb east of Paris.",19,2023-02-15 06:08:58.228344+00
109,Baltasar Kormákur,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/bC9ifwIjsR3VTgJv83Px71mroTl.jpg,1,"Baltasar Kormákur is an Icelandic actor, theater and film director, and film producer. He is best known for directing the films 101 Reykjavík, Hafið, A Little Trip to Heaven (starring Julia Stiles and Forest Whitaker), and a film based on the book Mýrin (Jar City) by Arnaldur Indriðason. His father is the Spanish painter Baltasar Samper.",35,2023-02-15 06:17:08.283644+00
110,Christopher Nolan,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/xuAIuYSmsUzKlUMBFGVZaWsY3DZ.jpg,1,"Christopher Edward Nolan, CBE (born 30 July 1970) is a British-American film director, screenwriter, and producer. He was born in Westminster, London, England and holds both British and American citizenship due to his American mother. He is known for writing and directing critically acclaimed films such as Memento (2000), The Prestige (2006), The Dark Knight Trilogy (2005-12), Inception (2010), Interstellar (2014) and Dunkirk (2017). Nolan is the founder of the production company Syncopy Films. He often collaborates with his wife, producer Emma Thomas, and his brother, screenwriter Jonathan Nolan.",3,2023-02-15 06:23:03.737515+00
111,Matthew Vaughn,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/Dnbz3B7yy4u0abixuD5LakZgsy.jpg,1,"Matthew Allard de Vere Drummond (born Matthew Allard Robert Vaughn; 7 March 1971) is an English filmmaker. He has produced films including Lock, Stock and Two Smoking Barrels (1998) and Snatch (2000), and directed Layer Cake (2004), Stardust (2007), Kick-Ass (2010), X-Men: First Class (2011), Kingsman: The Secret Service (2014) and its sequel Kingsman: The Golden Circle (2017), and produced, co-wrote, and directed its prequel The King's Man (2021).",3,2023-02-15 06:41:10.394422+00
112,Brian Goodman,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/kvRS1QA7YuYhlFO3M8GbnOtvXts.jpg,1,"Brian Goodman is an American film and television director, writer, and actor.",1,2023-02-15 06:56:47.953873+00
113,Anggy Umbara,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/a1Aj4fZFQdqXkcJJMk1TKB09Hkh.jpg,1,"Anggy Umbara is an Indonesian film director, producer and, screenwriter. He is known for making such huge and blockbuster films. His film Warkop DKI Reborn Jangkrik Boss Part 1 is the number one most-watched film of all time in Indonesia.",2,2023-02-15 07:19:54.383184+00
114,Timo Tjahjanto,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/zKU29Poa4gbJTH4GKmTlgJbloc7.jpg,1,"Timo Tjahjanto is an Indonesian film director and screenwriter. Born in 1980, he has been fascinated with film since an early age. He admitted watching Psycho at young age and has left him with “strong impression and somehow transform it into passion.”",8,2023-02-15 07:48:54.361817+00
117,Monty Tiwa,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/4RldJ2ER48GUa9fAm2SvrdrcssL.jpg,1,Monty Tiwa is an Indonesian film director and screenwriter.,2,2023-02-15 07:50:25.777924+00
118,Faozan Rizal,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/zzbV9wj9jZUuhxyRbNwBtp7K6eo.jpg,1,Faozan Rizal is an Indonesian cinematographer and film director.,2,2023-02-15 07:50:53.433625+00
120,Upi Avianto,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/qXVyMaJXP35ZnnPPU9EmZJwu7BC.jpg,2,"Upi Avianto or also known by her first name Upi (born in Jakarta, Indonesia, July 21, 1972) is an Indonesian director and screenwriter.",2,2023-02-15 07:52:13.06058+00
119,Hanung Bramantyo,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/fImb8IlheUIgeOjxVmPijXvPhXR.jpg,1,"Hanung Bramantyo is an Indonesian director known for his films ranging from teen romances to religious dramas.

Bramantyo's works have been noted as covering a variety of genres and political ideologies, with most of his early works being teen romances while his more recent works have been religious dramas. He has also seen controversy for his portrayal of Islam. However, his films have received numerous awards, including two Citra Awards for Best Director at the Indonesian Film Festival.",2,2023-02-15 07:51:19.778314+00
121,Pidi Baiq,,1,"Pidi Baiq (born August 8, 1972) is a multi-talented artist from Indonesia. He is a novelist and book writer, lecturer, illustrator, comic artist, musician and songwriter.",2,2023-02-15 08:21:10.554736+00
122,Rizal Mantovani,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/8qU1WVygBm3nA9kH1OweKffpUSP.jpg,1,"Rizal has a degree in Architecture and started directing music videos in 1992. His work has won him several awards, both domestic and international. To date, he has over 400 music videos under his belt, twelve feature films, several television commercials and numerous music video awards, including an MTV 'Moon Man' for the 1995 MTV ASIA Viewer's Choice award for the video 'Sambutlah' performed by Denada.",2,2023-02-15 08:27:41.257416+00
123,Indra Gunawan,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/1uJagjerVkiWlNIMuU662x4hSrR.jpg,1,"Indra Gunawan is a director from Indonesia. Started his career in 2007 as an assistant director in the film Get Married. His debut as a film director in the film Hijrah Cinta. During his career as a director he has directed films based on novels including Dear Nathan, Dear Nathan: Hello Salma, Serendipity, Senior and #BerhentiDiKamu",2,2023-02-15 08:47:39.09565+00
